time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1979-12-17T19:58:23.800Z,-8.39,115.889,33,6.3,ms,,,,,us,usp00014jy,2022-04-27T14:45:26.481Z,"20 km WNW of Senggigi, Indonesia",earthquake,,,,,reviewed,us,us
1980-01-02T20:58:44.200Z,5.984,126.188,63,6,mb,,,,,us,usp00014ud,2022-04-28T01:46:22.078Z,"41 km S of Pondaguitan, Philippines",earthquake,,,,,reviewed,us,us
1980-05-15T18:58:25.300Z,-6.197,125.76,33,6.1,ms,,,,,us,usp000177y,2022-04-28T01:36:40.513Z,"257 km N of Manatutu, Timor Leste",earthquake,,,,,reviewed,us,us
1980-06-24T06:27:52.400Z,-5.977,103.958,33,6,ms,,,,,us,usp00018es,2022-04-27T23:03:12.244Z,"156 km WSW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,us
1980-10-08T16:04:45.600Z,-5.366,103.118,33,6.3,ms,,,,,us,usp0001a4r,2022-04-28T01:23:18.154Z,"148 km S of Pagar Alam, Indonesia",earthquake,,,,,reviewed,us,us
1981-01-19T15:11:01.000Z,-4.576,139.232,33,6.7,ms,,,,,us,usp0001bta,2022-04-28T01:14:34.990Z,"268 km SW of Abepura, Indonesia",earthquake,,,,,reviewed,us,us
1981-03-26T21:30:04.700Z,3.412,127.998,60.5,6.1,mb,,,,1.1,us,usp0001cws,2022-04-28T01:09:53.729Z,"186 km N of Tobelo, Indonesia",earthquake,,1.3,,53,reviewed,us,us
1982-03-11T10:32:27.100Z,-9.265,118.479,33,6.4,ms,,,,1.3,us,usp0001k2g,2022-04-28T00:40:55.687Z,"80 km S of Dompu, Indonesia",earthquake,,,,15,reviewed,us,us
1982-11-11T00:43:45.570Z,-6.65,101.63,33,6.3,mw,,,,1,us,usp0001qu3,2022-04-28T00:20:26.205Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,nc
1983-01-22T01:27:44.160Z,-6.672,103.027,40,6,ms,,,,1.1,us,usp0001sfr,2022-04-28T00:16:54.533Z,"282 km WSW of Bandar Lampung, Indonesia",earthquake,,,,1,reviewed,us,us
1983-01-22T06:44:36.440Z,-6.713,102.976,29,6.1,ms,,,,1.1,us,usp0001sfu,2022-04-28T00:16:56.687Z,"290 km WSW of Bandar Lampung, Indonesia",earthquake,,,,14,reviewed,us,us
1983-02-12T08:47:12.740Z,5.669,126.297,51,6.3,mw,,,,1.2,us,usp0001sz9,2022-04-28T00:12:26.320Z,"77 km ESE of Mangili, Philippines",earthquake,,,,,reviewed,us,nc
1983-02-20T10:49:54.110Z,5.546,126.246,60.5,6.4,mw,,,,1.2,us,usp0001t6s,2022-04-28T00:13:34.161Z,"78 km ESE of Caburan, Philippines",earthquake,,2,,,reviewed,us,nc
1983-03-12T00:53:40.180Z,-4.036,127.893,33,6,ms,,,,1.1,us,usp0001tk0,2022-04-28T00:09:33.474Z,"49 km SW of Ambon, Indonesia",earthquake,,,,5,reviewed,us,us
1983-03-12T01:36:35.810Z,-4.056,127.924,16.9,6.7,mw,,,,1.1,us,usp0001tk3,2022-04-28T00:09:35.098Z,"49 km SW of Ambon, Indonesia",earthquake,,1.6,,,reviewed,us,nc
1983-03-15T19:58:30.450Z,5.346,126.566,41,6.7,mw,,,,1.3,us,usp0001tp6,2022-04-28T00:09:59.305Z,"120 km SSE of Pondaguitan, Philippines",earthquake,,,,,reviewed,us,nc
1983-07-14T19:47:46.530Z,5.557,126.452,43,6.3,mw,,,,1.1,us,usp0001wtb,2022-04-27T23:55:11.538Z,"93 km SSE of Pondaguitan, Philippines",earthquake,,2.3,,,reviewed,us,nc
1983-07-24T23:38:09.840Z,-8.141,119.504,48.1,6.4,mw,,,,1.2,us,usp0001x38,2022-04-27T23:55:57.166Z,"49 km N of Komodo, Indonesia",earthquake,,3.1,,,reviewed,us,nc
1983-09-17T05:56:56.690Z,4.75,95.039,66.4,6.1,mw,,,,1.1,us,usp0001yeb,2022-04-27T23:51:03.442Z,"93 km SSW of Banda Aceh, Indonesia",earthquake,,3.7,,,reviewed,us,nc
1983-10-16T05:32:28.710Z,1.084,121.052,40.1,6.5,mw,,,,1.1,us,usp0001z19,2022-04-27T23:48:07.958Z,"231 km WNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-25T00:36:23.430Z,1.131,120.858,33,6.5,mw,,,,1.3,us,usp0001z8j,2022-04-27T23:48:34.147Z,"250 km NNE of Palu, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-27T19:43:48.410Z,1.093,120.833,27.7,6.6,mw,,,,1.1,us,usp0001zb4,2022-04-27T23:48:46.868Z,"245 km NNE of Palu, Indonesia",earthquake,,2.3,,,reviewed,us,nc
1983-11-07T08:39:20.470Z,1.411,128.164,31.3,6.1,mw,,,,1.3,us,usp0001zmb,2022-04-27T23:44:19.904Z,"39 km SSE of Tobelo, Indonesia",earthquake,,,,,reviewed,us,nc
1983-11-07T08:42:29.920Z,1.27,128.335,59.4,6.6,mw,,,,1.3,us,usp0001zmc,2022-04-27T23:44:25.624Z,"62 km SE of Tobelo, Indonesia",earthquake,,,,,reviewed,us,nc
1983-11-07T16:26:31.750Z,1.413,128.154,39,6.4,ms,,,,1.3,us,usp0001zmq,2022-04-27T23:44:27.399Z,"38 km SSE of Tobelo, Indonesia",earthquake,,,,21,reviewed,us,us
1983-11-20T20:32:20.520Z,-7.45,130.645,59.3,6.1,mw,,,,1,us,usp0001zyk,2022-04-27T23:45:35.791Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,,,,,reviewed,us,nc
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,mw,,,,1.3,us,usp000213u,2022-09-29T17:24:59.195Z,"18 km SSW of Mamuju, Indonesia",earthquake,,,,,reviewed,us,nc
1984-03-10T09:02:00.660Z,-7.641,106.957,52.1,6,mw,,,,1.3,us,usp00022j3,2022-04-27T23:29:13.897Z,"71 km SW of Banjar, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-06-06T05:38:23.610Z,-4.82,125.845,33,6.2,mw,,,,1.5,us,usp00024vk,2022-04-27T23:19:16.152Z,"287 km WSW of Ambon, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-06-08T01:41:14.200Z,-5.796,104.169,33,6.1,mw,,,,1.2,us,usp00024wg,2022-04-27T23:19:28.249Z,"127 km WSW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-06-28T19:51:24.160Z,2.916,126.558,63,6.2,mw,,,,1.3,us,usp00025cc,2022-04-27T23:21:50.139Z,"208 km NW of Tobelo, Indonesia",earthquake,,3.1,,,reviewed,us,hrv
1984-07-23T16:03:39.620Z,1.384,126.419,25.9,6.4,mw,,,,1.3,us,usp00025y3,2022-04-27T23:18:08.273Z,"125 km WNW of Ternate, Indonesia",earthquake,,3.1,,,reviewed,us,hrv
1984-10-04T16:31:53.440Z,-9.809,118.787,34.2,6.3,mw,,,,1.2,us,usp00027x6,2022-04-27T23:10:20.304Z,"145 km SSE of Dompu, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-10-26T08:49:24.890Z,1.623,126.291,56.4,6.3,mw,,,,1.2,us,usp00028he,2022-04-27T23:11:32.993Z,"147 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,1.8,,,reviewed,us,hrv
1984-11-17T06:49:30.020Z,0.197,98.027,33,7.1,mw,,,,1.1,us,usp000294z,2022-04-27T23:07:37.809Z,"190 km SSW of Sibolga, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-11-23T04:45:53.260Z,-7.993,102.255,33,6.4,mw,,,,1.2,us,usp00029b1,2022-04-27T23:08:35.262Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,nc
1985-01-21T00:55:22.760Z,-0.953,128.507,33,6.9,mw,,,,1.3,us,usp0002b7w,2022-04-27T22:57:45.927Z,"214 km SSE of Sofifi, Indonesia",earthquake,,,,,reviewed,us,nc
1985-01-31T01:51:59.760Z,-6.494,104.263,33,6.1,mw,,,,1.1,us,usp0002bgt,2022-04-27T22:58:17.442Z,"161 km SW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-02-24T02:26:57.770Z,-2.072,119.785,61.1,6,mw,,,,1.3,us,usp0002c6b,2022-04-27T22:55:52.885Z,"100 km N of Rantepao, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-03-01T17:11:17.500Z,-2.082,119.67,17.1,6.4,mw,,,,1.3,us,usp0002cau,2022-04-27T22:51:12.035Z,"101 km NNW of Rantepao, Indonesia",earthquake,,6.6,,,reviewed,us,hrv
1985-03-02T15:47:33.400Z,-1.964,119.727,43.5,6.7,mw,,,,1.2,us,usp0002cbw,2022-04-27T22:51:14.933Z,"112 km N of Rantepao, Indonesia",earthquake,,6.6,,,reviewed,us,hrv
1985-03-05T13:40:10.220Z,1.192,122.826,33,6.2,mw,,,,1.2,us,usp0002cfr,2022-04-27T22:52:08.389Z,"77 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-03-22T14:42:58.630Z,-6.584,105.419,69.7,6.4,mw,,,,1.2,us,usp0002d47,2022-04-27T22:53:37.386Z,"50 km WSW of Labuan, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-04-08T19:15:06.330Z,-4.124,136.268,13.8,6,mw,,,,1.1,us,usp0002dku,2022-04-27T22:48:48.159Z,"120 km SE of Nabire, Indonesia",earthquake,,5,,,reviewed,us,hrv
1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7,mw,,,,1.2,us,usp0002drr,2022-04-27T22:49:01.704Z,"142 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc
1985-09-15T01:29:23.310Z,-4.09,136.243,10,6.3,mw,,,,1.3,us,usp0002jsc,2022-04-27T22:37:55.586Z,"115 km SE of Nabire, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-09-15T02:42:54.890Z,-4.13,136.049,10,6.3,mw,,,,1.4,us,usp0002jsf,2022-04-27T22:38:02.232Z,"104 km SE of Nabire, Indonesia",earthquake,,,,,reviewed,us,nc
1985-11-17T09:40:21.290Z,-1.639,134.911,10,7.1,mw,,,,1.4,us,usp0002mvw,2022-04-27T22:31:56.123Z,"127 km SE of Manokwari, Indonesia",earthquake,,,,,reviewed,us,nc
1985-11-17T14:20:53.590Z,-1.668,134.424,10,6,mw,,,,1.2,us,usp0002mw5,2022-04-27T22:31:57.568Z,"97 km SSE of Manokwari, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-12-06T22:26:25.570Z,-1.636,134.91,24.5,6,mw,,,,1.1,us,usp0002nmd,2022-04-27T22:28:26.374Z,"127 km SE of Manokwari, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-12-14T06:46:11.780Z,3.683,126.6,22,6.3,mw,,,,1.2,us,usp0002nut,2022-04-27T22:28:49.576Z,"228 km SSE of Sarangani, Philippines",earthquake,,,,,reviewed,us,nc
1985-12-27T05:38:53.450Z,-5.763,104.191,24.5,6.5,mw,,,,1.2,us,usp0002pfd,2022-04-27T22:30:18.133Z,"124 km WSW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-12-28T23:10:53.040Z,-5.801,104.288,33,6.2,mw,,,,1.2,us,usp0002phr,2022-04-27T22:30:28.172Z,"115 km WSW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-01-03T09:43:28.600Z,-0.972,126.868,39.1,6.1,mw,,,,1.2,us,usp0002pqg,2022-04-27T22:25:27.822Z,"203 km SSW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-03-24T19:31:39.340Z,-2.488,138.696,29,6.7,mw,,,,1.2,us,usp0002s7q,2022-04-27T22:23:16.295Z,"215 km W of Abepura, Indonesia",earthquake,,9.7,,,reviewed,us,hrv
1986-04-10T02:21:10.570Z,-0.948,126.863,13,6.2,mw,,,,1.2,us,usp0002stb,2022-04-27T22:18:51.385Z,"200 km SSW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc
1986-04-20T07:03:30.860Z,-2.394,139.309,33,6.8,mw,,,,1.1,us,usp0002t21,2022-04-27T22:19:21.477Z,"148 km W of Abepura, Indonesia",earthquake,,,,,reviewed,us,nc
1986-06-17T10:38:17.260Z,5.776,126.742,33,6,mw,,,,1,us,usp0002v4j,2022-04-27T22:13:48.614Z,"89 km SE of Pondaguitan, Philippines",earthquake,,,,,reviewed,us,hrv
1986-06-17T18:13:11.550Z,5.644,125.259,31.9,6.6,mw,,,,1.3,us,usp0002v4y,2022-04-27T22:14:01.817Z,"6 km SSW of Pangyan, Philippines",earthquake,,,,,reviewed,us,nc
1986-07-09T23:10:53.100Z,1.904,126.525,27.6,6.8,mw,,,,1.1,us,usp0002vw0,2022-04-27T22:09:28.581Z,"155 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc
1986-08-14T19:39:13.670Z,1.795,126.519,33,7.5,mw,,,,1.4,us,usp0002x57,2022-04-27T22:07:11.244Z,"146 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-08-15T07:40:44.710Z,1.929,126.482,33,6.3,mw,,,,1.3,us,usp0002x61,2022-04-27T22:07:19.940Z,"161 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-08-16T17:19:23.020Z,1.864,126.522,33,6.4,mw,,,,1.4,us,usp0002x7a,2022-04-27T22:07:26.075Z,"152 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-08-16T21:08:28.220Z,1.765,126.442,33,6.1,mw,,,,1.3,us,usp0002x7d,2022-04-27T22:07:32.067Z,"150 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-08-17T15:27:41.260Z,2.276,126.959,30.7,6.4,mw,,,,1.2,us,usp0002x8a,2022-04-27T22:07:49.531Z,"131 km WNW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,hrv
1986-08-17T15:31:19.080Z,2.161,127.113,33,6.3,ms,,,,1.2,us,usp0002x8b,2022-04-27T22:07:54.438Z,"110 km WNW of Tobelo, Indonesia",earthquake,,,,1,reviewed,us,us
1986-09-25T20:06:12.500Z,3.677,126.777,45.4,6,mw,,,,1.2,us,usp0002yct,2022-04-27T22:06:26.459Z,"240 km SE of Sarangani, Philippines",earthquake,,5.4,,,reviewed,us,hrv
1986-10-17T07:32:51.300Z,-5.272,131.432,67,6.4,mw,,,,1.1,us,usp0002z0r,2022-04-27T22:02:09.223Z,"151 km WNW of Tual, Indonesia",earthquake,,1.6,,,reviewed,us,hrv
1986-12-19T03:41:55.310Z,-9.917,119.201,24.9,6.5,mw,,,,1.4,us,usp00030zf,2022-04-27T21:58:13.976Z,"120 km WSW of Waingapu, Indonesia",earthquake,,,,,reviewed,us,nc
1987-01-29T02:43:47.660Z,1.265,126.232,48.4,6.4,mw,,,,1.2,us,usp000320a,2022-04-27T21:56:15.668Z,"138 km WNW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc
1987-02-08T17:48:48.850Z,1.604,126.588,16.9,6.2,mw,,,,1.1,us,usp000329f,2022-04-27T21:51:19.900Z,"126 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-02-13T07:18:29.090Z,0.67,126.167,32.2,6.8,mw,,,,1.3,us,usp00032ej,2022-04-27T21:52:18.602Z,"136 km W of Ternate, Indonesia",earthquake,,4.9,,,reviewed,us,nc
1987-02-16T17:28:11.220Z,0.838,126.186,25.1,6.2,mw,,,,1.3,us,usp00032hy,2022-04-27T21:52:59.303Z,"133 km W of Ternate, Indonesia",earthquake,,6.2,,,reviewed,us,hrv
1987-03-18T00:22:49.120Z,2.114,126.571,29.7,6.1,mw,,,,1.2,us,usp00033dc,2022-04-27T21:50:03.774Z,"165 km WNW of Tobelo, Indonesia",earthquake,,3.7,,,reviewed,us,hrv
1987-04-09T00:48:55.510Z,1.242,128.432,45,6.3,mw,,,,1.2,us,usp000340y,2022-04-27T21:47:34.524Z,"71 km SE of Tobelo, Indonesia",earthquake,,6.3,,,reviewed,us,hrv
1987-04-25T19:22:07.200Z,2.244,98.866,11.1,6.4,mw,,,,1.3,us,usp00034fg,2022-04-27T21:48:01.087Z,"45 km S of Tomok Bolon, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-05-18T07:23:24.150Z,-2.229,100.033,33,6,ms,,,,1,us,usp000353b,2022-04-27T21:46:16.654Z,"145 km SSW of Padang, Indonesia",earthquake,,,,5,reviewed,us,us
1987-06-05T21:25:11.230Z,5.381,127.534,45.1,6.1,mw,,,,1.3,us,usp00035j7,2022-04-27T21:41:38.266Z,"185 km SE of Pondaguitan, Philippines",earthquake,,7.7,,,reviewed,us,hrv
1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1,mw,,,,1.1,us,usp00035ur,2022-04-27T21:43:19.792Z,"217 km W of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-06-27T00:17:04.610Z,-2.164,138.17,20.7,6.6,mw,,,,1.3,us,usp000363y,2022-04-27T21:44:49.128Z,"256 km ESE of Biak, Indonesia",earthquake,,,,,reviewed,us,nc
1987-10-25T16:54:05.690Z,-2.323,138.364,33,6.8,mw,,,,1.1,us,usp00039kg,2022-04-27T21:33:21.440Z,"254 km W of Abepura, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-11-26T01:43:14.050Z,-8.247,124.155,33,6.7,mw,,,,1.3,us,usp0003ajq,2022-04-27T21:30:37.114Z,"108 km NNW of Pante Makasar, Timor Leste",earthquake,,,,,reviewed,us,nc
1987-11-27T00:02:08.050Z,-0.234,125.064,33,6.1,mw,,,,1.2,us,usp0003akm,2022-04-27T21:30:54.615Z,"171 km S of Tondano, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-11-28T04:03:45.290Z,-0.338,124.864,33.7,6.3,mw,,,,1.1,us,usp0003amu,2022-04-27T21:31:12.591Z,"181 km S of Tondano, Indonesia",earthquake,,7.6,,,reviewed,us,hrv
1987-12-17T20:22:58.360Z,-9.169,114.61,46,6,mw,,,,1.1,us,usp0003bc8,2022-04-27T21:26:21.200Z,"73 km SW of Jimbaran, Indonesia",earthquake,,,,,reviewed,us,hrv
1988-01-28T11:20:08.160Z,5.327,126.369,43.6,6.1,mw,,,,1.3,us,usp0003cgy,2022-04-28T20:57:31.499Z,"100 km E of Sarangani, Philippines",earthquake,,5.7,,,reviewed,us,hrv
1988-02-06T15:15:40.990Z,-6.543,131.907,38.5,6.2,mw,,,,1,us,usp0003ct9,2022-04-28T20:53:31.680Z,"137 km SW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1988-07-11T00:12:35.330Z,5.368,126.612,66.9,6,mw,,,,1.2,us,usp0003hs0,2022-04-28T20:41:05.375Z,"119 km SSE of Pondaguitan, Philippines",earthquake,,5,,,reviewed,us,hrv
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7,mw,,,,1,us,usp0003j6r,2022-04-28T20:42:31.006Z,"112 km ESE of Tual, Indonesia",earthquake,,,,,reviewed,us,nc
1988-08-17T01:59:07.710Z,-7.698,107.15,27.1,6,mw,,,,1,us,usp0003k2n,2022-04-28T20:38:32.043Z,"63 km SSW of Banjar, Indonesia",earthquake,,,,,reviewed,us,nc
1988-11-07T23:15:41.750Z,1.533,126.357,65.7,6,mw,,,,1.2,us,usp0003np4,2022-04-28T20:30:38.909Z,"140 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-01-10T05:55:01.450Z,-3.162,130.556,46.6,6.7,mw,,,,1.2,us,usp0003qqn,2022-04-28T20:27:54.686Z,"182 km E of Amahai, Indonesia",earthquake,,2.8,,,reviewed,us,hrv
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1,mw,,,,1.3,us,usp0003rqq,2022-04-28T20:24:31.282Z,"152 km WNW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-02-27T23:39:10.820Z,2.301,128.009,53.7,6.4,mw,,,,1.2,us,usp0003sdm,2022-04-28T20:26:50.996Z,"63 km N of Tobelo, Indonesia",earthquake,,3.1,,,reviewed,us,hrv
1989-03-08T11:44:32.310Z,1.031,126.189,31.9,6.1,mw,,,,1,us,usp0003srd,2022-04-28T20:23:18.564Z,"135 km WNW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc
1989-04-28T17:38:26.420Z,-4.354,101.413,27.4,6,mw,,,,1,us,usp0003uka,2022-04-28T20:22:03.320Z,"112 km WSW of Bengkulu, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-04-28T21:09:57.660Z,-4.21,101.37,32.4,6.1,mw,,,,1,us,usp0003ukm,2022-04-28T20:22:11.484Z,"109 km WSW of Bengkulu, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-07-14T20:42:40.060Z,-8.081,125.129,9.8,6.7,mw,,,,1.2,us,usp0003xax,2022-04-28T20:14:27.917Z,"59 km N of Maubara, Timor Leste",earthquake,,,,,reviewed,us,hrv
1989-07-31T17:07:27.870Z,-8.048,121.384,13.8,6.8,mw,,,,1.3,us,usp0003xwe,2022-04-28T20:14:52.010Z,"93 km NNW of Ende, Indonesia",earthquake,,,,,reviewed,us,nc
1989-08-01T00:18:04.890Z,-4.511,139.022,14.3,6.3,mw,,,,1.3,us,usp0003xwt,2022-04-28T17:26:54.481Z,"277 km SW of Abepura, Indonesia",earthquake,,,,,reviewed,us,nc
1989-08-10T01:55:57.210Z,5.898,124.424,55.8,6.1,mw,,,,1.3,us,usp0003ya4,2022-04-28T20:12:17.946Z,"17 km SSW of Maitum, Philippines",earthquake,,6.3,,,reviewed,us,hrv
1989-08-12T00:40:10.710Z,0.8,126.817,51,6.1,mw,,,,1.3,us,usp0003ycj,2022-04-28T20:12:22.628Z,"63 km W of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-09-04T05:20:55.930Z,-4.219,136.667,9.1,6.4,mw,,,,1,us,usp0003z73,2022-04-28T20:10:27.641Z,"160 km SE of Nabire, Indonesia",earthquake,,,,,reviewed,us,hrv
1989-09-06T14:45:51.000Z,0.976,126.106,36.7,6,mw,,,,1.2,us,usp0003z9u,2022-04-28T20:11:03.985Z,"137 km ESE of Tondano, Indonesia",earthquake,,2.3,,,reviewed,us,hrv
1989-11-25T07:49:44.220Z,-2.179,138.862,25.8,6.1,mw,,,,1,us,usp00042dm,2022-04-28T17:26:41.761Z,"202 km WNW of Abepura, Indonesia",earthquake,,,,,reviewed,us,nc
1990-01-22T17:26:11.460Z,3.885,96.1,45.7,6.2,mw,,,,1,us,usp00044ky,2022-04-28T20:02:45.678Z,"28 km S of Meulaboh, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,mw,,,,1.2,us,usp000482z,2022-04-28T19:52:05.247Z,"75 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,par
1990-04-18T18:32:59.980Z,1.315,123.018,19.1,6.5,mw,,,,1.1,us,usp0004845,2022-04-28T19:52:13.772Z,"86 km N of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-04-19T01:05:08.760Z,1.3,123.021,33,6,mw,,,,1.3,us,usp0004850,2022-04-28T19:52:21.280Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-04-19T12:40:38.690Z,1.108,123.429,23.7,6.5,mw,,,,1.2,us,usp000485m,2022-04-28T19:52:26.603Z,"75 km NNE of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,nc
1990-04-26T15:40:34.400Z,1.059,122.825,24.4,6,mw,,,,1,us,usp00048h3,2022-04-28T19:53:16.476Z,"63 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-05-15T18:31:39.680Z,1.158,123.869,29.7,6,mw,,,,1.1,us,usp00049b9,2022-04-28T17:25:23.279Z,"105 km W of Tomohon, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-08-10T15:44:31.360Z,0.333,126.175,53.2,6.2,mw,,,,1.1,us,usp0004d74,2022-04-28T19:40:03.945Z,"143 km WSW of Ternate, Indonesia",earthquake,,2.7,,,reviewed,us,hrv
1990-08-25T15:47:53.890Z,0.525,126.084,11.3,6.4,mw,,,,1.1,us,usp0004dw9,2022-04-28T19:41:29.274Z,"147 km WSW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-09-23T20:33:49.730Z,-6.726,130.373,33,6.5,ms,,,,1.1,us,usp0004ezz,2014-11-07T00:47:07.959Z,"289 km WSW of Tual, Indonesia",earthquake,,,,1,reviewed,us,us
1990-11-15T02:34:32.400Z,3.908,97.457,48.4,6.7,mw,,,,1.1,us,usp0004gyj,2022-04-28T19:33:25.006Z,"84 km SW of Langsa, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-12-13T12:26:40.750Z,1.116,124.034,33,6.2,mw,,,,1.2,us,usp0004j2m,2022-04-28T19:30:16.940Z,"88 km WSW of Tomohon, Indonesia",earthquake,,,,,reviewed,us,nc
1991-01-25T17:38:36.510Z,-2.152,139.02,22,6.3,mw,,,,1.1,us,usp0004m4s,2022-04-28T19:28:08.784Z,"185 km WNW of Abepura, Indonesia",earthquake,,,,,reviewed,us,nc
1991-01-25T17:40:16.450Z,-2.275,139.206,33,6.4,mb,,,,0.7,us,usp0004m4u,2022-04-28T19:28:10.316Z,"162 km WNW of Abepura, Indonesia",earthquake,,,,1,reviewed,us,us
1991-05-19T00:58:01.730Z,1.156,122.957,33,7,mw,,,,1.2,us,usp0004ru5,2022-04-28T19:14:41.619Z,"69 km N of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,nc
1991-05-21T11:00:19.080Z,-7.517,126.539,18.4,6.6,mw,,,,1.1,us,usp0004rxb,2022-04-28T19:14:50.012Z,"106 km N of Baukau, Timor Leste",earthquake,,3.4,,,reviewed,us,hrv
1991-06-20T05:18:52.510Z,1.196,122.787,31.4,7.5,mw,,,,1.2,us,usp0004t6g,2022-04-28T19:11:04.409Z,"79 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1991-07-02T05:14:30.190Z,-1.068,99.843,53.8,6.4,mwb,,,,1.2,us,usp0004tp6,2022-04-28T19:06:18.539Z,"58 km WSW of Padang, Indonesia",earthquake,,,,,reviewed,us,us
1991-07-04T11:43:10.490Z,-8.099,124.681,28.8,6.9,mwb,,,,1.1,us,usp0004tse,2022-04-28T19:06:51.316Z,"81 km NW of Maubara, Timor Leste",earthquake,,1.5,,,reviewed,us,us
1991-07-05T04:30:52.550Z,-9.585,114.673,53.7,6.1,mw,,,,1.1,us,usp0004ttb,2022-04-28T19:07:07.254Z,"102 km SSW of Jimbaran, Indonesia",earthquake,,9.7,,,reviewed,us,hrv
1991-08-08T02:09:44.710Z,0.972,122.631,12.4,6.7,mwb,,,,1.5,us,usp0004v3k,2022-04-28T19:04:51.180Z,"67 km NW of Gorontalo, Indonesia",earthquake,,3.6,,,reviewed,us,us
1991-11-01T02:51:12.770Z,1.235,122.105,37.1,6,mw,,,,1.2,us,usp0004yp9,2022-04-28T18:58:34.262Z,"131 km NW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1991-12-29T18:39:09.460Z,-4.421,132.727,36.7,6.4,mw,,,,1.1,us,usp000514s,2022-04-28T18:58:30.868Z,"133 km N of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
1992-02-06T01:12:38.550Z,-5.72,103.156,36.8,6.5,mwb,,,,1.1,us,usp00052p8,2022-04-28T18:54:31.004Z,"187 km S of Pagar Alam, Indonesia",earthquake,,,,,reviewed,us,us
